Brand,Model Name,Vehicle Status,Year,Availability Start Year,Availability End Year,Real-World Range (km),Energy Efficiency (Wh/km),Battery Capacity (kWh),Vehicle Weight (kg),"Acceleration (0-100 km/h, sec)",Fast Charging Speed (kW),Towing Capacity (kg),Cargo Volume (L),Price (€)
Porsche,Taycan PlusPorsche Taycan Plus,Available,2024,2024,,575.0,169.0,97.0,2240.0,4.8,262.0,0.0,491.0,10089.0
Mercedes-Benz,EQE 350 4MATIC (MY23)Mercedes-Benz EQE 350 4MATIC,Discontinued,2023,2023,2024,510.0,175.0,89.0,2470.0,6.3,120.0,750.0,430.0,80289.0
Citroën,ë-C4 X 54 kWhCitroen e-C4 X 54 kWh,Available,2024,2024,,335.0,152.0,50.8,1650.0,9.1,78.0,0.0,510.0,35889.0
Citroën,ë-C3 Urban Range 30 kWhCitroen e-C3 Urban Range 30 kWh,Available,2025,2025,,175.0,170.0,29.8,1410.0,11.6,30.0,0.0,310.0,20989.0
Volkswagen,ID.4 PureVolkswagen ID.4 Pure,Discontinued,2021,2021,2023,285.0,182.0,52.0,1960.0,10.9,70.0,1000.0,543.0,41589.0
MG,IM5 Standard RangeMG IM5 Standard Range,Available,2025,2025,,405.0,181.0,73.5,2180.0,6.8,120.0,,475.0,45389.0
Polestar,2 Long Range Performance (MY24)Polestar 2 Long Range Performance,Discontinued,2023,2023,2024,450.0,176.0,79.0,2180.0,4.2,125.0,1500.0,446.0,62389.0
Opel,Grandland Electric 73 kWhOpel Grandland Electric 73 kWh,Available,2024,2024,,370.0,197.0,73.0,2200.0,9.0,90.0,1200.0,550.0,44589.0
Hongqi,E-HS9 84 kWhHongqi E-HS9 84 kWh,Available,2022,2022,,320.0,239.0,76.5,2580.0,6.5,112.0,1500.0,438.0,69989.0
Tesla,Model X PerformanceTesla Model X Performance,Discontinued,2020,2020,2021,470.0,209.0,98.0,2550.0,3.1,125.0,2250.0,,10089.0
Audi,e-tron Sportback 55 quattroAudi e-tron Sportback 55 quattro,Discontinued,2020,2020,2022,380.0,228.0,86.5,2560.0,5.7,146.0,1800.0,615.0,79489.0
Porsche,Taycan 4 Cross TurismoPorsche Taycan 4 Cross Turismo,Discontinued,2021,2021,2023,420.0,199.0,83.7,2320.0,5.1,216.0,0.0,530.0,99889.0
Renault,Megane E-Tech EV40 130hpRenault Megane E-Tech EV40 130hp,Discontinued,2022,2022,2025,260.0,154.0,40.0,1580.0,10.0,55.0,500.0,440.0,39189.0
Opel,Astra Sports Tourer ElectricOpel Astra Sports Tourer Electric,Available,2023,2023,,310.0,164.0,50.8,1760.0,9.3,85.0,0.0,516.0,41389.0
Renault,4 E-Tech 40kWh 120hpRenault 4 E-Tech 40kWh 120hp,Available,2025,2025,,245.0,163.0,40.0,1480.0,9.2,55.0,750.0,420.0,28489.0
Audi,Q4 Sportback e-tron 45Audi Q4 Sportback e-tron 45,Available,2023,2023,,435.0,177.0,77.0,2140.0,6.7,120.0,1000.0,535.0,55889.0
Ford,Mustang Mach-E GT (MY24)Ford Mustang Mach-E GT,Available,2024,2024,,425.0,214.0,91.0,2340.0,3.8,115.0,750.0,619.0,74489.0
Audi,Q6 SUV e-tronAudi Q6 SUV e-tron,Available,2024,2024,,395.0,192.0,75.8,2200.0,7.0,150.0,2000.0,590.0,66189.0
BMW,i5 eDrive40 Touring (MY25)BMW i5 eDrive40 Touring,Available,2025,2025,,465.0,175.0,81.2,2250.0,6.1,136.0,1500.0,570.0,77789.0
BYD,DOLPHIN 44.9 kWh Active (MY24)BYD DOLPHIN 44.9 kWh Active,Discontinued,2023,2023,2025,265.0,169.0,44.9,1650.0,12.3,50.0,0.0,345.0,30089.0
Mercedes-Benz,EQS SUV 580 4MATICMercedes-Benz EQS SUV 580 4MATIC,Available,2023,2023,,530.0,223.0,118.0,2840.0,4.7,160.0,1800.0,645.0,10089.0
Volvo,XC40 Recharge Pure Electric (MY22)Volvo XC40 Recharge Pure Electric,Discontinued,2021,2021,2022,305.0,220.0,67.0,2030.0,7.4,116.0,1500.0,450.0,50089.0
Volkswagen,ID.7 Tourer Pro (MY26)Volkswagen ID.7 Tourer Pro,Available,2025,2025,,470.0,164.0,77.0,2190.0,6.6,125.0,1000.0,605.0,54889.0
Lightyear,0Lightyear 0,Discontinued,2022,2022,2023,550.0,109.0,60.0,1570.0,10.0,60.0,0.0,640.0,10089.0
CUPRA,Born VZCUPRA Born VZ,Available,2024,2024,,465.0,170.0,79.0,1990.0,5.6,135.0,0.0,385.0,51489.0
Volkswagen,ID.3 GTX Performance (MY24-26)Volkswagen ID.3 GTX Performance,Available,2024,2024,,465.0,170.0,79.0,1990.0,5.6,135.0,0.0,385.0,49989.0
Smart,ForTwo Electric DriveSmart ForTwo Electric Drive,Discontinued,2017,2017,2018,100.0,167.0,16.7,1080.0,11.5,0.0,0.0,260.0,21489.0
Volvo,XC40 P8 AWD Recharge (MY21)Volvo XC40 P8 AWD Recharge,Discontinued,2020,2020,2021,335.0,224.0,75.0,2180.0,4.9,108.0,1500.0,450.0,57789.0
Audi,Q4 Sportback e-tron 45 quattroAudi Q4 Sportback e-tron 45 quattro,Available,2023,2023,,410.0,188.0,77.0,2230.0,6.6,120.0,1200.0,535.0,58189.0
TOGG,T10F Long Range AWDTOGG T10F Long Range AWD,Available,2025,2025,,465.0,183.0,85.0,2290.0,4.1,115.0,0.0,505.0,45089.0
BMW,i5 M60 xDrive SedanBMW i5 M60 xDrive Sedan,Discontinued,2023,2023,2025,420.0,193.0,81.2,2380.0,3.8,136.0,2000.0,490.0,10089.0
Nissan,Micra Standard Range 40 kWhNissan Micra Standard Range 40 kWh,Available,2023,2023,,260.0,154.0,40.0,1450.0,9.0,55.0,500.0,326.0,27489.0
Porsche,Taycan TurboPorsche Taycan Turbo,Discontinued,2020,2020,2023,415.0,202.0,83.7,2380.0,3.2,216.0,0.0,450.0,10089.0
Smart,#5 Summit Edition (MY25)Smart #5 Summit Edition,Available,2025,2025,,450.0,209.0,94.0,2440.0,4.9,230.0,1600.0,677.0,57489.0
Peugeot,e-308 58 kWh (MY26)Peugeot e-308 58 kWh,Available,2025,2025,,345.0,161.0,55.4,1740.0,9.3,65.0,0.0,361.0,35489.0
Volkswagen,ID.3 Pro SVolkswagen ID.3 Pro S,Discontinued,2020,2020,2021,450.0,171.0,77.0,1930.0,7.9,115.0,0.0,385.0,43389.0
XPENG,P7 Wing EditionXPENG P7 Wing Edition,Discontinued,2023,2023,2025,455.0,182.0,82.7,2250.0,4.1,138.0,0.0,440.0,70389.0
Volvo,EC40 Single Motor ER (MY25)Volvo EC40 Single Motor ER,Discontinued,2024,2024,2025,420.0,188.0,79.0,2090.0,7.3,125.0,1500.0,435.0,57789.0
Peugeot,e-408 58 kWhPeugeot e-408 58 kWh,Available,2024,2024,,350.0,167.0,58.3,1870.0,7.2,70.0,0.0,471.0,43489.0
CUPRA,Born 150 kW - 59 kWhCUPRA Born 150 kW - 59 kWh,Available,2025,2025,,360.0,164.0,59.0,1840.0,7.7,110.0,0.0,385.0,36289.0
SEAT,Mii ElectricSEAT Mii Electric,Discontinued,2020,2020,2021,205.0,158.0,32.3,1230.0,12.3,30.0,0.0,251.0,23789.0
Dacia,Spring ElectricDacia Spring Electric,Discontinued,2021,2021,2021,160.0,156.0,25.0,1020.0,19.1,29.0,0.0,300.0,19189.0
Ford,Mustang Mach-E ER AWD (MY23.75)Ford Mustang Mach-E ER AWD,Discontinued,2023,2023,2024,440.0,207.0,91.0,2250.0,5.8,115.0,1500.0,619.0,69389.0
Mercedes-Benz,EQS 500 4MATICMercedes-Benz EQS 500 4MATIC,Available,2024,2024,,640.0,184.0,118.0,2650.0,4.9,160.0,1700.0,620.0,10089.0
Volkswagen,ID.4 GTX (MY26)Volkswagen ID.4 GTX,Available,2025,2025,,435.0,182.0,79.0,2240.0,5.4,135.0,1800.0,543.0,56189.0
Mercedes-Benz,EQE 350+ (MY25)Mercedes-Benz EQE 350+,Available,2025,2025,,555.0,173.0,96.0,2410.0,6.1,141.0,750.0,430.0,73289.0
Volkswagen,ID.5 Pro (MY26)Volkswagen ID.5 Pro,Available,2025,2025,,455.0,169.0,77.0,2130.0,6.7,120.0,1000.0,549.0,52489.0
Lexus,RZ 500e (MY26)Lexus RZ 500e,Available,2025,2025,,395.0,182.0,72.0,2100.0,4.6,110.0,1500.0,522.0,65689.0
Audi,e-tron Sportback 50 quattroAudi e-tron Sportback 50 quattro,Discontinued,2020,2020,2022,295.0,219.0,64.7,2440.0,6.8,114.0,1800.0,615.0,71989.0
Ford,Mustang Mach-E ER AWD (MY24)Ford Mustang Mach-E ER AWD,Available,2024,2024,,445.0,204.0,91.0,2240.0,4.6,115.0,1500.0,619.0,65889.0
VinFast,VF 6 EcoVinFast VF 6 Eco,Available,2025,2025,,315.0,189.0,59.6,2050.0,10.3,90.0,0.0,,35589.0
TOGG,T10X Standard Range RWDTOGG T10X Standard Range RWD,Available,2025,2025,,265.0,189.0,50.0,2020.0,7.4,70.0,0.0,441.0,34289.0
Ford,Mustang Mach-E SR RWD (MY21)Ford Mustang Mach-E SR RWD,Discontinued,2021,2021,2022,365.0,186.0,68.0,2040.0,6.9,78.0,750.0,619.0,48989.0
Škoda,Enyaq 60 (MY24)Skoda Enyaq 60,Discontinued,2023,2023,2024,335.0,173.0,58.0,1990.0,8.7,82.0,1000.0,585.0,44689.0
Audi,e-tron GT SAudi e-tron GT S,Available,2024,2024,,540.0,180.0,97.0,2380.0,3.4,281.0,0.0,482.0,10089.0
Genesis,GV60 Premium (MY22-24)Genesis GV60 Premium,Discontinued,2022,2022,2025,390.0,190.0,74.0,1970.0,7.8,200.0,1600.0,432.0,61989.0
Opel,Corsa Electric 50 kWh (MY24)Opel Corsa Electric 50 kWh,Discontinued,2023,2023,2025,290.0,160.0,46.3,1540.0,8.7,78.0,0.0,267.0,33589.0
Audi,S6 Avant e-tronAudi S6 Avant e-tron,Available,2024,2024,,530.0,179.0,94.9,2410.0,3.9,200.0,2100.0,529.0,10089.0
Porsche,Macan 4S Electric (MY25)Porsche Macan 4S Electric,Available,2024,2024,,470.0,202.0,95.0,2420.0,4.1,200.0,2000.0,624.0,91989.0
Audi,S6 Sportback e-tronAudi S6 Sportback e-tron,Available,2024,2024,,555.0,171.0,94.9,2400.0,3.9,200.0,2100.0,529.0,10089.0
Lexus,RZ 300e (MY23-25)Lexus RZ 300e,Discontinued,2023,2023,2025,355.0,180.0,64.0,2030.0,8.0,100.0,750.0,522.0,55889.0
Opel,Corsa Electric 50 kWh (MY25)Opel Corsa Electric 50 kWh,Available,2025,2025,,290.0,160.0,46.3,1540.0,8.7,78.0,0.0,267.0,29689.0
Abarth,600e ScorpionissimaAbarth 600e Scorpionissima,Available,2024,2024,,280.0,181.0,50.8,1700.0,5.9,79.0,0.0,360.0,48289.0
Ford,Mustang Mach-E ER AWD (MY21)Ford Mustang Mach-E ER AWD,Discontinued,2021,2021,2022,430.0,205.0,88.0,2250.0,5.8,86.0,750.0,619.0,66189.0
Polestar,2 Standard Range Single MotorPolestar 2 Standard Range Single Motor,Discontinued,2021,2021,2022,345.0,177.0,61.0,2010.0,7.4,116.0,1500.0,440.0,45789.0
Audi,Q4 Sportback e-tron 40Audi Q4 Sportback e-tron 40,Discontinued,2021,2021,2024,425.0,180.0,76.6,2120.0,8.5,125.0,1000.0,535.0,58489.0
Audi,Q4 e-tron 45 quattroAudi Q4 e-tron 45 quattro,Available,2023,2023,,395.0,195.0,77.0,2230.0,6.6,120.0,1200.0,520.0,56189.0
Volkswagen,ID.4 Pro 4MOTION (MY24-25)Volkswagen ID.4 Pro 4MOTION,Discontinued,2023,2023,2025,435.0,177.0,77.0,2230.0,6.6,120.0,1200.0,543.0,50689.0
Ford,Mustang Mach-E ER RWD (MY25)Ford Mustang Mach-E ER RWD,Available,2025,2025,,475.0,185.0,88.0,2160.0,6.1,105.0,1500.0,619.0,60989.0
Zeekr,X Long Range RWD (MY25)Zeekr X Long Range RWD,Available,2025,2025,,360.0,181.0,65.0,1930.0,5.6,114.0,1600.0,362.0,43489.0
Lucid,Air Pure RWD (MY24-25)Lucid Air Pure RWD,Discontinued,2024,2024,2025,530.0,158.0,84.0,2140.0,4.7,140.0,0.0,910.0,86589.0
Volkswagen,ID.4 Pure (MY26)Volkswagen ID.4 Pure,Available,2025,2025,,285.0,182.0,52.0,1970.0,9.0,87.0,1000.0,543.0,40389.0
Toyota,C-HR+ 77 kWh AWD (MY26)Toyota C-HR+ 77 kWh AWD,Available,2025,2025,,385.0,187.0,72.0,2080.0,5.2,110.0,1500.0,416.0,50989.0
Škoda,Enyaq RS (MY25)Skoda Enyaq RS,Available,2025,2025,,460.0,172.0,79.0,2230.0,5.4,135.0,1200.0,585.0,58289.0
Toyota,Urban Cruiser 48.8 kWhToyota Urban Cruiser 48.8 kWh,Available,2025,2025,,270.0,177.0,47.8,1770.0,9.6,45.0,750.0,244.0,31489.0
Aiways,U6Aiways U6,Discontinued,2022,2022,2023,350.0,171.0,60.0,1790.0,7.0,78.0,,472.0,48289.0
Zeekr,X Privilege AWDZeekr X Privilege AWD,Discontinued,2023,2023,2025,350.0,186.0,65.0,2030.0,3.8,114.0,1600.0,362.0,48489.0
Smart,#1 PremiumSmart #1 Premium,Available,2023,2023,,335.0,185.0,62.0,1870.0,6.7,100.0,1600.0,338.0,44389.0
Mercedes-Benz,EQE 500 4MATIC (MY24)Mercedes-Benz EQE 500 4MATIC,Discontinued,2024,2024,2025,505.0,179.0,90.6,2490.0,4.7,141.0,1700.0,430.0,89389.0
Toyota,Urban Cruiser 61.1 kWhToyota Urban Cruiser 61.1 kWh,Available,2025,2025,,330.0,181.0,59.8,1830.0,8.7,60.0,750.0,238.0,36389.0
Renault,Zoe R240Renault Zoe R240,Discontinued,2015,2015,2017,145.0,161.0,23.3,1500.0,13.5,0.0,,338.0,21489.0
Citroën,C-ZeroCitroen C-Zero,Discontinued,2016,2016,2020,85.0,171.0,14.5,1140.0,15.9,30.0,0.0,166.0,21489.0
Peugeot,e-2008 50 kWhPeugeot e-2008 50 kWh,Discontinued,2023,2023,2025,270.0,171.0,46.3,1620.0,9.9,78.0,0.0,434.0,38489.0
Mini,Cooper JCWMini Cooper JCW,Available,2024,2024,,290.0,170.0,49.2,1730.0,5.9,75.0,0.0,200.0,45389.0
TOGG,T10X Long Range AWDTOGG T10X Long Range AWD,Available,2025,2025,,425.0,200.0,85.0,2200.0,4.8,115.0,0.0,441.0,45089.0
TOGG,T10F Standard Range RWDTOGG T10F Standard Range RWD,Available,2025,2025,,295.0,169.0,50.0,1990.0,7.2,70.0,0.0,505.0,34289.0
XPENG,P7 AWD PerformanceXPENG P7 AWD Performance,Available,2023,2023,,460.0,180.0,82.7,2210.0,4.1,138.0,0.0,440.0,59889.0
Alpine,A290 Electric 180 hpAlpine A290 Electric 180 hp,Available,2024,2024,,310.0,168.0,52.0,1550.0,7.4,70.0,500.0,326.0,38189.0
KGM,Musso EV 2WDKGM Musso EV 2WD,Available,2025,2025,,365.0,222.0,81.0,2260.0,9.2,100.0,1800.0,907.0,43989.0
Nissan,Ariya e-4ORCE 87kWh - 225 kWNissan Ariya e-4ORCE 87kWh - 225 kW,Available,2022,2022,,405.0,215.0,87.0,2250.0,5.7,110.0,1500.0,415.0,54989.0
Renault,Zoe R90Renault Zoe R90,Discontinued,2017,2017,2018,255.0,161.0,41.0,1550.0,13.5,0.0,0.0,338.0,31189.0
NIO,ET5 Standard RangeNIO ET5 Standard Range,Discontinued,2022,2022,2025,410.0,179.0,73.5,2210.0,4.0,110.0,1400.0,386.0,61189.0
Opel,Grandland Electric 73 kWh AWDOpel Grandland Electric 73 kWh AWD,Available,2025,2025,,355.0,206.0,73.0,2320.0,6.1,90.0,1350.0,485.0,50189.0
Peugeot,iOnPeugeot iOn,Discontinued,2011,2011,2016,85.0,171.0,14.5,1140.0,15.9,30.0,0.0,166.0,27989.0
Tesla,Model S 60Tesla Model S 60,Discontinued,2016,2016,2017,345.0,180.0,62.0,2100.0,5.8,95.0,,895.0,76389.0
Mercedes-Benz,EQB 250Mercedes-Benz EQB 250,Discontinued,2022,2022,2023,385.0,173.0,66.5,2110.0,8.9,100.0,0.0,495.0,56289.0
Mercedes-Benz,EQE SUV 500 4MATIC (MY23-24)Mercedes-Benz EQE SUV 500 4MATIC,Discontinued,2023,2023,2025,455.0,211.0,96.0,2610.0,4.9,141.0,1800.0,520.0,10089.0
Nissan,LEAF e+ 62 kWh (MY19-22)Nissan LEAF e+ 62 kWh,Discontinued,2019,2019,2022,345.0,171.0,59.0,1750.0,7.3,44.0,0.0,420.0,38589.0
Smart,#5 Pro+ (MY25)Smart #5 Pro+,Available,2025,2025,,465.0,202.0,94.0,2330.0,6.5,230.0,1600.0,702.0,51589.0
Mercedes-Benz,EQT 200 StandardMercedes-Benz EQT 200 Standard,Available,2023,2023,,225.0,200.0,45.0,1860.0,12.6,50.0,1500.0,551.0,44989.0
Porsche,Macan GTS Electric (MY26)Porsche Macan GTS Electric,Available,2025,2025,,455.0,209.0,95.0,2470.0,3.8,200.0,,560.0,10089.0
Citroën,ë-Berlingo M 50 kWhCitroen e-Berlingo M 50 kWh,Discontinued,2021,2021,2024,205.0,226.0,46.3,1730.0,11.7,78.0,750.0,571.0,38889.0
e.GO,e.wave Xe.GO e.wave X,Discontinued,2022,2022,2024,150.0,180.0,27.0,1280.0,12.0,0.0,0.0,116.0,24989.0
Voyah,Courage 80 kWh AWDVoyah Courage 80 kWh AWD,Available,2025,2025,,390.0,198.0,77.3,2300.0,4.9,110.0,1700.0,527.0,49989.0
Audi,Q4 Sportback e-tron 50 quattroAudi Q4 Sportback e-tron 50 quattro,Discontinued,2021,2021,2024,400.0,192.0,76.6,2210.0,6.2,115.0,1200.0,535.0,66789.0
Audi,Q6 Sportback e-tron performanceAudi Q6 Sportback e-tron performance,Available,2024,2024,,510.0,186.0,94.9,2270.0,6.6,190.0,2000.0,575.0,73689.0
XPENG,G9 RWD Standard Range (MY25)XPENG G9 RWD Standard Range,Available,2025,2025,,410.0,191.0,78.2,2280.0,6.6,280.0,1500.0,731.0,59689.0
Porsche,Taycan Turbo GTPorsche Taycan Turbo GT,Available,2024,2024,,475.0,204.0,97.0,2360.0,2.3,262.0,0.0,410.0,10089.0
GWM,ORA 07 PureGWM ORA 07 Pure,Available,2024,2024,,350.0,184.0,64.3,2060.0,8.2,75.0,0.0,333.0,41989.0
Tesla,Model S Standard RangeTesla Model S Standard Range,Discontinued,2019,2019,2019,420.0,173.0,72.5,2180.0,4.2,80.0,0.0,894.0,84589.0
DS,Automobiles N°4 E-TenseDS Automobiles N°4 E-Tense,Available,2025,2025,,370.0,158.0,58.3,1860.0,7.1,70.0,0.0,390.0,42689.0
Volvo,C40 Recharge Single Motor (MY24)Volvo C40 Recharge Single Motor,Discontinued,2022,2022,2024,355.0,186.0,66.0,2060.0,7.3,85.0,1500.0,450.0,51389.0
Smart,#5 Pro (MY25)Smart #5 Pro,Available,2025,2025,,370.0,201.0,74.4,2270.0,6.9,110.0,1600.0,702.0,46789.0
Kia,EV9 99.8 kWh AWD GTKia EV9 99.8 kWh AWD GT,Available,2025,2025,,420.0,229.0,96.0,2640.0,4.6,194.0,2500.0,385.0,91089.0
Peugeot,e-308 SW (MY23-25)Peugeot e-308 SW,Available,2023,2023,,300.0,169.0,50.8,1790.0,10.0,80.0,0.0,608.0,41989.0
Škoda,Enyaq 85x (MY25)Skoda Enyaq 85x,Available,2025,2025,,450.0,171.0,77.0,2230.0,6.7,120.0,1200.0,585.0,53689.0
Suzuki,e VITARA 49 kWh 2WDSuzuki e VITARA 49 kWh 2WD,Available,2025,2025,,270.0,177.0,47.8,1770.0,9.6,45.0,750.0,238.0,33289.0
Polestar,3 Dual Motor (MY26)Polestar 3 Dual Motor,Available,2025,2025,,500.0,204.0,102.0,2560.0,4.7,200.0,2200.0,508.0,89689.0
Fiat,500e 3+1 42 kWhFiat 500e 3+1 42 kWh,Available,2020,2020,,235.0,159.0,37.3,1400.0,9.0,67.0,0.0,185.0,35789.0
Volkswagen,ID.4 Pure PerformanceVolkswagen ID.4 Pure Performance,Discontinued,2021,2021,2023,285.0,182.0,52.0,1960.0,9.0,70.0,1000.0,543.0,43889.0
Nissan,Townstar EV PassengerNissan Townstar EV Passenger,Available,2023,2023,,225.0,200.0,45.0,1870.0,12.6,50.0,1500.0,819.0,39989.0
Volkswagen,ID.3 Pro S - 4 SeatsVolkswagen ID.3 Pro S - 4 Seats,Discontinued,2021,2021,2023,450.0,171.0,77.0,1930.0,7.9,115.0,0.0,385.0,55589.0
Renault,Scenic E-Tech EV60 170hpRenault Scenic E-Tech EV60 170hp,Discontinued,2023,2023,2025,340.0,176.0,60.0,1820.0,8.6,75.0,1100.0,545.0,42389.0
Zeekr,001 Privilege AWDZeekr 001 Privilege AWD,Available,2023,2023,,480.0,196.0,94.0,2410.0,3.8,135.0,2000.0,539.0,69489.0
Volkswagen,ID.7 Tourer Pro S (MY24-25)Volkswagen ID.7 Tourer Pro S,Discontinued,2024,2024,2025,520.0,165.0,86.0,2230.0,6.7,145.0,1000.0,605.0,60789.0
Polestar,2 Long Range Dual Motor (MY25)Polestar 2 Long Range Dual Motor,Discontinued,2024,2024,2025,455.0,174.0,79.0,2180.0,4.5,125.0,1500.0,448.0,57689.0
Dacia,Spring Electric 65 ExtremeDacia Spring Electric 65 Extreme,Discontinued,2023,2023,2024,160.0,156.0,25.0,1030.0,13.7,29.0,0.0,300.0,23989.0
Lucid,Air Pure RWD (MY26)Lucid Air Pure RWD,Available,2025,2025,,580.0,152.0,88.0,2140.0,4.7,150.0,0.0,910.0,87489.0
Fisker,Ocean ExtremeFisker Ocean Extreme,Discontinued,2023,2023,2024,490.0,217.0,106.5,2520.0,3.9,135.0,1820.0,476.0,64589.0
Smart,#5 Pulse (MY25)Smart #5 Pulse,Available,2025,2025,,455.0,207.0,94.0,2420.0,4.9,230.0,1600.0,677.0,55989.0
Volvo,EC40 Single Motor ER (MY26)Volvo EC40 Single Motor ER,Available,2025,2025,,420.0,188.0,79.0,2090.0,7.3,125.0,1500.0,435.0,56689.0
Volvo,EX90 Twin Motor (MY26)Volvo EX90 Twin Motor,Available,2025,2025,,480.0,213.0,102.0,2720.0,5.5,200.0,2200.0,703.0,95389.0
Mercedes-Benz,EQS 350Mercedes-Benz EQS 350,Available,2024,2024,,570.0,168.0,96.0,2440.0,6.7,130.0,750.0,620.0,10089.0
Škoda,Enyaq RS (MY24)Skoda Enyaq RS,Discontinued,2023,2023,2025,435.0,177.0,77.0,2250.0,5.5,120.0,1200.0,585.0,61089.0
Volvo,EX40 Twin Motor (MY25)Volvo EX40 Twin Motor,Discontinued,2024,2024,2025,385.0,205.0,79.0,2170.0,4.8,125.0,1800.0,441.0,63089.0
Volkswagen,ID.7 GTX (MY26)Volkswagen ID.7 GTX,Available,2025,2025,,500.0,172.0,86.0,2320.0,5.5,145.0,1800.0,532.0,65089.0
Fiat,500e Cabrio 42 kWhFiat 500e Cabrio 42 kWh,Available,2020,2020,,230.0,162.0,37.3,1400.0,9.0,67.0,0.0,185.0,36589.0
Audi,e-tron S SportbackAudi e-tron S Sportback,Discontinued,2021,2021,2022,330.0,262.0,86.5,2730.0,4.5,146.0,1800.0,615.0,96289.0
Peugeot,e-208 51 kWh (MY23)Peugeot e-208 51 kWh,Discontinued,2022,2022,2023,305.0,158.0,48.1,1530.0,8.2,80.0,0.0,265.0,40689.0
Peugeot,e-208 50 kWh (MY25)Peugeot e-208 50 kWh,Available,2025,2025,,295.0,157.0,46.3,1530.0,9.0,78.0,0.0,309.0,34089.0
Volkswagen,ID.5 Pro PerformanceVolkswagen ID.5 Pro Performance,Discontinued,2022,2022,2023,430.0,179.0,77.0,2110.0,8.4,125.0,1000.0,549.0,54889.0
Porsche,Taycan 4S PlusPorsche Taycan 4S Plus,Discontinued,2020,2020,2023,460.0,182.0,83.7,2290.0,4.0,216.0,0.0,491.0,10089.0
Kia,PV5 Passenger 51.5 kWh (MY26)Kia PV5 Passenger 51.5 kWh,Available,2025,2025,,230.0,209.0,48.0,2060.0,12.8,75.0,1500.0,133.0,39189.0
Ford,Mustang Mach-E GT (MY25)Ford Mustang Mach-E GT,Available,2025,2025,,435.0,209.0,91.0,2340.0,3.8,115.0,750.0,619.0,73289.0
Porsche,Taycan GTSPorsche Taycan GTS,Discontinued,2022,2022,2024,450.0,186.0,83.7,2370.0,3.7,216.0,0.0,491.0,10089.0
Fisker,Ocean OneFisker Ocean One,Discontinued,2023,2023,2023,530.0,201.0,106.5,2430.0,3.9,135.0,1820.0,476.0,70389.0
Lexus,RZ 350e (MY26)Lexus RZ 350e,Available,2025,2025,,400.0,180.0,72.0,2000.0,7.5,110.0,750.0,522.0,57789.0
Cadillac,OPTIQ 500 E4 (MY26)Cadillac OPTIQ 500 E4,Available,2025,2025,,365.0,205.0,75.0,2370.0,6.7,90.0,680.0,443.0,65089.0
Mercedes-Benz,EQE 300 (MY22-23)Mercedes-Benz EQE 300,Discontinued,2022,2022,2023,515.0,173.0,89.0,2380.0,7.3,120.0,750.0,430.0,74389.0
Audi,Q4 Sportback e-tron 55 quattroAudi Q4 Sportback e-tron 55 quattro,Available,2023,2023,,415.0,186.0,77.0,2230.0,5.4,120.0,1200.0,535.0,65289.0
Volvo,ES90 Single Motor (MY26)Volvo ES90 Single Motor,Available,2025,2025,,485.0,181.0,88.0,2440.0,6.6,170.0,1600.0,468.0,73889.0
Ford,e-Tourneo Custom L2 210 kWFord e-Tourneo Custom L2 210 kW,Available,2023,2023,,235.0,272.0,64.0,2600.0,8.0,70.0,2000.0,672.0,76589.0
Opel,Mokka-eOpel Mokka-e,Discontinued,2021,2021,2021,255.0,182.0,46.3,1590.0,9.0,78.0,0.0,310.0,34589.0
Mercedes-Benz,EQA 350 4MATICMercedes-Benz EQA 350 4MATIC,Available,2023,2023,,350.0,190.0,66.5,2110.0,6.0,100.0,1800.0,340.0,62289.0
Škoda,Enyaq Coupe 85 (MY24)Skoda Enyaq Coupe 85,Discontinued,2023,2023,2025,460.0,167.0,77.0,2140.0,6.7,120.0,1000.0,570.0,52389.0
Polestar,2 Standard Range Single Motor (MY23)Polestar 2 Standard Range Single Motor,Discontinued,2022,2022,2022,380.0,176.0,67.0,2010.0,7.4,116.0,1500.0,440.0,48389.0
Škoda,Enyaq Coupe RS (MY25)Skoda Enyaq Coupe RS,Available,2025,2025,,470.0,168.0,79.0,2230.0,5.4,135.0,1200.0,570.0,60589.0
Ford,Mustang Mach-E SR RWD (MY25)Ford Mustang Mach-E SR RWD,Available,2025,2025,,380.0,191.0,72.6,2170.0,6.2,100.0,750.0,619.0,51789.0
Peugeot,e-308 SW 58 kWh (MY26)Peugeot e-308 SW 58 kWh,Available,2025,2025,,340.0,163.0,55.4,1780.0,9.5,65.0,0.0,505.0,36789.0
Audi,SQ6 SUV e-tronAudi SQ6 SUV e-tron,Available,2024,2024,,470.0,202.0,94.9,2420.0,4.3,200.0,2400.0,578.0,10089.0
Toyota,bZ4X FWD 57.7 kWh (MY25)Toyota bZ4X FWD 57.7 kWh,Available,2025,2025,,305.0,177.0,54.0,1940.0,8.6,85.0,750.0,452.0,42989.0
Lancia,Ypsilon 54 kWh (MY25)Lancia Ypsilon 54 kWh,Available,2025,2025,,325.0,156.0,50.8,1560.0,8.2,85.0,0.0,309.0,33789.0
Porsche,Macan Turbo Electric (MY26)Porsche Macan Turbo Electric,Available,2025,2025,,460.0,207.0,95.0,2480.0,3.3,200.0,2500.0,564.0,10089.0
